HTTP, HTTP
HTTPS, HTTP 
PIC, PIC
HTTP,
'S,
PIC.TWITTER.COM, PIC.TWITTER.COM
TRENDING TOPICS,TRENDING_TOPICS
SARSCOV2,VIRUS
VIRUS SARSCOV2,VIRUS
PANDEMIA CORONAVIRUS ,PANDEMIA
CLOROQUINA CLOROQUINA,CLOROQUINA
COVID19 , CORONAVIRUS
COVID2019,CORONAVIRUS
PANDEMIA COVID19,PANDEMIA
GAMERS,GAMER
GAMES,GAME
VIDEO-GAME,GAME
VIDEOS-GAME,GAME
